,y,x,updates
0,3.0,75.0,1.0
1,72.0,59.0,0.023255813953488372
2,72.0,72.0,0.9767441860465116
3,69.0,69.0,0.6
4,69.0,75.0,0.2
5,69.0,3.0,0.2
6,59.0,59.0,0.5
7,59.0,69.0,0.5
8,19.0,75.0,0.004807692307692308
9,19.0,19.0,0.9903846153846154
10,19.0,61.0,0.004807692307692308
11,61.0,72.0,1.0
12,75.0,19.0,0.02197802197802198
13,75.0,69.0,0.01098901098901099
14,75.0,75.0,0.967032967032967
