,y,x,updates
0,3.0,75.0,1.0
1,72.0,59.0,0.25
2,72.0,72.0,0.75
3,69.0,69.0,0.6666666666666666
4,69.0,3.0,0.3333333333333333
5,59.0,59.0,0.5
6,59.0,69.0,0.5
7,19.0,75.0,0.041666666666666664
8,19.0,19.0,0.9583333333333334
9,75.0,75.0,1.0
