,y,x,updates
239,47.0,106.0,0.011293335415147793
240,47.0,105.0,0.0019640151129532834
241,47.0,33.0,0.002062607726305512
242,47.0,26.0,4.865910453411932e-06
243,47.0,113.0,0.0031056670763065226
244,47.0,86.0,0.0019640151129532834
245,47.0,28.0,0.001968881023406695
246,47.0,2.0,0.003128982897276245
247,47.0,64.0,0.0031105329867599342
248,47.0,49.0,4.865910453411932e-06
249,47.0,59.0,0.0019873309339230056
250,47.0,89.0,0.011298201325601203
251,47.0,83.0,0.0006726310081427481
252,47.0,82.0,0.0038720247873480873
253,47.0,114.0,0.0007663577110415649
254,47.0,60.0,0.013731148169586335
255,47.0,70.0,0.061290034934777034
256,47.0,57.0,0.013824874872485151
257,47.0,14.0,4.865910453411932e-06
258,47.0,94.0,0.0019640151129532834
259,47.0,58.0,4.865910453411932e-06
260,47.0,48.0,0.002062607726305512
261,47.0,3.0,0.011298201325601203
262,47.0,77.0,0.013257350528101074
263,47.0,54.0,0.001968881023406695
264,47.0,41.0,0.0031056670763065226
265,47.0,45.0,0.013749598080102645
266,47.0,13.0,0.0006910809186590586
267,47.0,9.0,0.0006726310081427481
268,47.0,73.0,0.061290034934777034
269,47.0,51.0,0.003796747994965581
270,47.0,72.0,2.3315820969722427e-05
271,47.0,80.0,0.0019640151129532834
272,47.0,22.0,2.3315820969722427e-05
273,47.0,108.0,4.865910453411932e-06
274,47.0,107.0,0.06128516902432362
275,47.0,111.0,0.016855265156409168
276,47.0,56.0,0.005069682189259806
277,47.0,65.0,0.002062607726305512
278,47.0,79.0,0.0031056670763065226
279,47.0,93.0,0.011961100512837127
280,47.0,46.0,0.0006677650976893362
281,47.0,17.0,0.0019640151129532834
282,47.0,39.0,4.865910453411932e-06
283,47.0,47.0,0.061952934122012956
284,47.0,68.0,0.061952934122012956
285,47.0,69.0,0.0037782980844492707
286,47.0,11.0,0.0031056670763065226
287,47.0,4.0,0.0006910809186590586
288,47.0,92.0,0.013731148169586335
289,47.0,97.0,0.0007663577110415649
290,47.0,96.0,0.011316651236117515
291,47.0,37.0,0.0031105329867599342
292,47.0,55.0,0.0031056670763065226
293,47.0,24.0,0.0006677650976893362
294,47.0,44.0,0.0037734321739958587
295,47.0,104.0,0.0019640151129532834
296,47.0,103.0,0.0006677650976893362
297,47.0,75.0,0.3064258399101263
298,47.0,61.0,0.002654163424514342
299,47.0,71.0,0.0006677650976893362
300,47.0,52.0,0.005092998010229528
301,47.0,76.0,0.011961100512837127
302,47.0,40.0,0.01196596642329054
303,47.0,27.0,0.011293335415147793
304,9.0,104.0,0.0071445585867450185
305,9.0,76.0,0.0024291498016640375
306,9.0,48.0,0.008359492759889783
307,9.0,45.0,0.05068062893070314
308,9.0,3.0,3.0175774238655923e-05
309,9.0,34.0,0.0006035155145811181
310,9.0,43.0,0.0006035155145811181
311,9.0,105.0,0.0071445585867450185
312,9.0,74.0,0.0019278967053934484
313,9.0,83.0,0.004387222281296141
314,9.0,96.0,0.0007481077664335796
315,9.0,5.0,0.0006035155145811181
316,9.0,40.0,0.002459325575902693
317,9.0,106.0,0.0006035155145811181
318,9.0,91.0,0.0019278967053934484
319,9.0,20.0,0.0019278967053934484
320,9.0,88.0,3.0175774238655923e-05
321,9.0,89.0,3.0175774238655923e-05
322,9.0,52.0,0.007289150838597481
323,9.0,111.0,0.05007711341612202
324,9.0,54.0,0.007778249875564793
325,9.0,114.0,0.015268941350954725
326,9.0,82.0,0.004968465165621131
327,9.0,102.0,0.04996269693850821
328,9.0,69.0,0.002459325575902693
329,9.0,60.0,0.04996269693850821
330,9.0,28.0,0.007778249875564793
331,9.0,53.0,0.0019278967053934484
332,9.0,51.0,0.003177257568097617
333,9.0,30.0,0.0006035155145811181
334,9.0,62.0,0.0006035155145811181
335,9.0,57.0,0.05114745533741432
336,9.0,94.0,0.0071445585867450185
337,9.0,17.0,0.0071445585867450185
338,9.0,29.0,0.0019278967053934484
339,9.0,58.0,0.0019580724796321044
340,9.0,113.0,0.0019278967053934484
341,9.0,23.0,0.0024291498016640375
342,9.0,9.0,0.003062841090483811
343,9.0,7.0,0.007174734360983675
344,9.0,77.0,0.0071445585867450185
345,9.0,37.0,0.000633691288819774
346,9.0,56.0,0.0071445585867450185
347,9.0,39.0,0.0019580724796321044
348,9.0,26.0,0.012258548664965698
349,9.0,64.0,0.0019580724796321044
350,9.0,13.0,0.0045016387589099476
351,9.0,97.0,0.015268941350954725
352,9.0,92.0,0.04996269693850821
353,9.0,68.0,0.0024291498016640375
354,9.0,79.0,0.0006035155145811181
355,9.0,47.0,0.0024291498016640375
356,9.0,73.0,3.0175774238655923e-05
357,9.0,15.0,0.0006035155145811181
358,9.0,46.0,0.0024291498016640375
359,9.0,4.0,0.014802114944243541
360,9.0,84.0,0.0006035155145811181
361,9.0,33.0,0.008359492759889783
362,9.0,19.0,0.2997397428033236
363,9.0,35.0,0.0006035155145811181
364,9.0,59.0,0.00921704754399093
365,9.0,93.0,0.0024291498016640375
366,9.0,14.0,0.012258548664965698
367,9.0,61.0,0.013352386014302341
368,9.0,24.0,0.0024291498016640375
369,9.0,80.0,0.0071445585867450185
370,9.0,65.0,0.009683873950702113
371,9.0,103.0,0.0030326653162451554
372,9.0,2.0,0.00207248895724591
373,9.0,70.0,3.0175774238655923e-05
374,9.0,71.0,0.0024291498016640375
375,9.0,108.0,0.0019580724796321044
376,9.0,86.0,0.0071445585867450185
377,9.0,49.0,0.012258548664965698
378,9.0,44.0,0.0024291498016640375
379,9.0,1.0,0.0019278967053934484
380,9.0,72.0,0.0857432037774528
381,9.0,10.0,0.0006035155145811181
382,9.0,22.0,0.012372965142579503
383,9.0,63.0,0.0006035155145811181
384,58.0,79.0,0.0027459953928127253
385,58.0,72.0,0.38947369243446267
386,58.0,26.0,0.05563909528274409
387,58.0,82.0,0.008771930363979778
388,58.0,10.0,0.0027459953928127253
389,58.0,22.0,0.05563909528274409
390,58.0,9.0,0.0027459953928127253
391,58.0,97.0,0.05563909528274409
392,58.0,4.0,0.05563909528274409
393,58.0,28.0,0.0027459953928127253
394,58.0,48.0,0.0027459953928127253
395,58.0,15.0,0.0027459953928127253
396,58.0,1.0,0.008771930363979778
397,58.0,59.0,0.008771930363979778
398,58.0,35.0,0.0027459953928127253
399,58.0,37.0,0.0027459953928127253
400,58.0,39.0,0.008771930363979778
401,58.0,84.0,0.0027459953928127253
402,58.0,30.0,0.0027459953928127253
403,58.0,106.0,0.0027459953928127253
404,58.0,96.0,0.0027459953928127253
405,58.0,114.0,0.05563909528274409
406,58.0,49.0,0.05563909528274409
407,58.0,2.0,0.008771930363979778
408,58.0,14.0,0.05563909528274409
409,58.0,53.0,0.008771930363979778
410,58.0,108.0,0.008771930363979778
411,58.0,113.0,0.008771930363979778
412,58.0,91.0,0.008771930363979778
413,58.0,51.0,0.0027459953928127253
414,58.0,63.0,0.0027459953928127253
415,58.0,74.0,0.008771930363979778
416,58.0,29.0,0.008771930363979778
417,58.0,20.0,0.008771930363979778
418,58.0,103.0,0.0027459953928127253
419,58.0,64.0,0.008771930363979778
420,58.0,34.0,0.0027459953928127253
421,58.0,57.0,0.0027459953928127253
422,58.0,13.0,0.008771930363979778
423,58.0,54.0,0.0027459953928127253
424,58.0,61.0,0.008771930363979778
425,58.0,43.0,0.0027459953928127253
426,58.0,58.0,0.008771930363979778
427,58.0,5.0,0.0027459953928127253
428,58.0,65.0,0.008771930363979778
429,58.0,45.0,0.0027459953928127253
430,58.0,62.0,0.0027459953928127253
431,58.0,83.0,0.008771930363979778
432,58.0,33.0,0.0027459953928127253
433,5.0,72.0,0.38947368330464277
434,5.0,30.0,0.0027459955974298306
435,5.0,37.0,0.0027459955974298306
436,5.0,1.0,0.00877193002898076
437,5.0,45.0,0.0027459955974298306
438,5.0,51.0,0.0027459955974298306
439,5.0,29.0,0.00877193002898076
440,5.0,5.0,0.0027459955974298306
441,5.0,48.0,0.0027459955974298306
442,5.0,59.0,0.00877193002898076
443,5.0,22.0,0.05563909677611678
444,5.0,58.0,0.00877193002898076
445,5.0,35.0,0.0027459955974298306
446,5.0,97.0,0.05563909677611678
447,5.0,49.0,0.05563909677611678
448,5.0,53.0,0.00877193002898076
449,5.0,10.0,0.0027459955974298306
450,5.0,26.0,0.05563909677611678
451,5.0,82.0,0.00877193002898076
452,5.0,106.0,0.0027459955974298306
453,5.0,91.0,0.00877193002898076
454,5.0,54.0,0.0027459955974298306
455,5.0,63.0,0.0027459955974298306
456,5.0,34.0,0.0027459955974298306
457,5.0,39.0,0.00877193002898076
458,5.0,28.0,0.0027459955974298306
459,5.0,103.0,0.0027459955974298306
460,5.0,64.0,0.00877193002898076
461,5.0,4.0,0.05563909677611678
462,5.0,9.0,0.0027459955974298306
463,5.0,83.0,0.00877193002898076
464,5.0,57.0,0.0027459955974298306
465,5.0,2.0,0.00877193002898076
466,5.0,74.0,0.00877193002898076
467,5.0,33.0,0.0027459955974298306
468,5.0,96.0,0.0027459955974298306
469,5.0,79.0,0.0027459955974298306
470,5.0,13.0,0.00877193002898076
471,5.0,114.0,0.05563909677611678
472,5.0,65.0,0.00877193002898076
473,5.0,113.0,0.00877193002898076
474,5.0,61.0,0.00877193002898076
475,5.0,108.0,0.00877193002898076
476,5.0,15.0,0.0027459955974298306
477,5.0,20.0,0.00877193002898076
478,5.0,14.0,0.05563909677611678
479,5.0,62.0,0.0027459955974298306
480,5.0,43.0,0.0027459955974298306
481,5.0,84.0,0.0027459955974298306
482,39.0,108.0,0.008771930363979778
483,39.0,84.0,0.0027459953928127253
484,39.0,106.0,0.0027459953928127253
485,39.0,28.0,0.0027459953928127253
486,39.0,61.0,0.008771930363979778
487,39.0,2.0,0.008771930363979778
488,39.0,45.0,0.0027459953928127253
489,39.0,49.0,0.05563909528274409
490,39.0,113.0,0.008771930363979778
491,39.0,48.0,0.0027459953928127253
492,39.0,74.0,0.008771930363979778
493,39.0,62.0,0.0027459953928127253
494,39.0,54.0,0.0027459953928127253
495,39.0,72.0,0.38947369243446267
496,39.0,5.0,0.0027459953928127253
497,39.0,4.0,0.05563909528274409
498,39.0,53.0,0.008771930363979778
499,39.0,14.0,0.05563909528274409
500,39.0,35.0,0.0027459953928127253
501,39.0,39.0,0.008771930363979778
502,39.0,103.0,0.0027459953928127253
503,39.0,20.0,0.008771930363979778
504,39.0,91.0,0.008771930363979778
505,39.0,10.0,0.0027459953928127253
506,39.0,22.0,0.05563909528274409
507,39.0,43.0,0.0027459953928127253
508,39.0,26.0,0.05563909528274409
509,39.0,37.0,0.0027459953928127253
510,39.0,59.0,0.008771930363979778
511,39.0,83.0,0.008771930363979778
512,39.0,15.0,0.0027459953928127253
513,39.0,97.0,0.05563909528274409
514,39.0,34.0,0.0027459953928127253
515,39.0,63.0,0.0027459953928127253
516,39.0,57.0,0.0027459953928127253
517,39.0,96.0,0.0027459953928127253
518,39.0,79.0,0.0027459953928127253
519,39.0,65.0,0.008771930363979778
520,39.0,13.0,0.008771930363979778
521,39.0,51.0,0.0027459953928127253
522,39.0,64.0,0.008771930363979778
523,39.0,58.0,0.008771930363979778
524,39.0,33.0,0.0027459953928127253
525,39.0,9.0,0.0027459953928127253
526,39.0,30.0,0.0027459953928127253
527,39.0,82.0,0.008771930363979778
528,39.0,29.0,0.008771930363979778
529,39.0,114.0,0.05563909528274409
530,39.0,1.0,0.008771930363979778
531,17.0,47.0,0.003113417309346876
532,17.0,24.0,0.003113417309346876
533,17.0,70.0,3.867599155334371e-05
534,17.0,88.0,3.867599155334371e-05
535,17.0,73.0,3.867599155334371e-05
536,17.0,94.0,0.009157110211605075
537,17.0,26.0,3.867599155334371e-05
538,17.0,57.0,0.06478167315676893
539,17.0,97.0,0.0038970664985868144
540,17.0,108.0,3.867599155334371e-05
541,17.0,28.0,0.009195786203158418
542,17.0,44.0,0.003113417309346876
543,17.0,77.0,0.009157110211605075
544,17.0,22.0,0.00018532245430514098
545,17.0,60.0,0.06403669995908233
546,17.0,68.0,0.003113417309346876
547,17.0,2.0,0.00018532245430514098
548,17.0,33.0,0.009940759400845014
549,17.0,4.0,0.0032987397636520172
550,17.0,17.0,0.009157110211605075
551,17.0,46.0,0.003113417309346876
552,17.0,54.0,0.009195786203158418
553,17.0,9.0,0.0031520933009002196
554,17.0,61.0,0.014642654927499922
555,17.0,72.0,0.00018532245430514098
556,17.0,37.0,3.867599155334371e-05
557,17.0,48.0,0.009940759400845014
558,17.0,39.0,3.867599155334371e-05
559,17.0,105.0,0.009157110211605075
560,17.0,80.0,0.009157110211605075
561,17.0,59.0,0.009342432665910215
562,17.0,86.0,0.009157110211605075
563,17.0,71.0,0.003113417309346876
564,17.0,76.0,0.003113417309346876
565,17.0,49.0,3.867599155334371e-05
566,17.0,96.0,0.00018532245430514098
567,17.0,13.0,0.0032987397636520172
568,17.0,114.0,0.0038970664985868144
569,17.0,14.0,3.867599155334371e-05
570,17.0,45.0,0.06418334642183413
571,17.0,58.0,3.867599155334371e-05
572,17.0,102.0,0.06403669995908233
573,17.0,56.0,0.009157110211605075
574,17.0,52.0,0.009342432665910215
575,17.0,89.0,3.867599155334371e-05
576,17.0,93.0,0.003113417309346876
577,17.0,92.0,0.06403669995908233
578,17.0,51.0,0.0032987397636520172
579,17.0,65.0,0.009940759400845014
580,17.0,7.0,0.009195786203158418
581,17.0,3.0,3.867599155334371e-05
582,17.0,82.0,0.0038970664985868144
583,17.0,104.0,0.009157110211605075
584,17.0,23.0,0.003113417309346876
585,17.0,103.0,0.003113417309346876
586,17.0,40.0,0.0031520933009002196
587,17.0,64.0,3.867599155334371e-05
588,17.0,19.0,0.3841734525669444
589,17.0,69.0,0.0031520933009002196
590,17.0,83.0,0.0031520933009002196
591,17.0,111.0,0.06418334642183413
592,30.0,29.0,0.00877193002898076
593,30.0,63.0,0.0027459955974298306
594,30.0,108.0,0.00877193002898076
595,30.0,51.0,0.0027459955974298306
596,30.0,61.0,0.00877193002898076
597,30.0,113.0,0.00877193002898076
598,30.0,28.0,0.0027459955974298306
599,30.0,59.0,0.00877193002898076
600,30.0,14.0,0.05563909677611678
601,30.0,82.0,0.00877193002898076
602,30.0,30.0,0.0027459955974298306
603,30.0,37.0,0.0027459955974298306
604,30.0,57.0,0.0027459955974298306
605,30.0,103.0,0.0027459955974298306
606,30.0,39.0,0.00877193002898076
607,30.0,79.0,0.0027459955974298306
608,30.0,35.0,0.0027459955974298306
609,30.0,91.0,0.00877193002898076
610,30.0,43.0,0.0027459955974298306
611,30.0,114.0,0.05563909677611678
612,30.0,65.0,0.00877193002898076
613,30.0,5.0,0.0027459955974298306
614,30.0,53.0,0.00877193002898076
615,30.0,48.0,0.0027459955974298306
616,30.0,62.0,0.0027459955974298306
617,30.0,22.0,0.05563909677611678
618,30.0,13.0,0.00877193002898076
619,30.0,26.0,0.05563909677611678
620,30.0,96.0,0.0027459955974298306
621,30.0,1.0,0.00877193002898076
622,30.0,20.0,0.00877193002898076
623,30.0,15.0,0.0027459955974298306
624,30.0,54.0,0.0027459955974298306
625,30.0,97.0,0.05563909677611678
626,30.0,10.0,0.0027459955974298306
627,30.0,4.0,0.05563909677611678
628,30.0,106.0,0.0027459955974298306
629,30.0,34.0,0.0027459955974298306
630,30.0,9.0,0.0027459955974298306
631,30.0,58.0,0.00877193002898076
632,30.0,2.0,0.00877193002898076
633,30.0,72.0,0.38947368330464277
634,30.0,84.0,0.0027459955974298306
635,30.0,64.0,0.00877193002898076
636,30.0,83.0,0.00877193002898076
637,30.0,49.0,0.05563909677611678
638,30.0,74.0,0.00877193002898076
639,30.0,45.0,0.0027459955974298306
640,30.0,33.0,0.0027459955974298306
641,105.0,94.0,0.009157110211605075
642,105.0,114.0,0.0038970664985868144
643,105.0,13.0,0.0032987397636520172
644,105.0,83.0,0.0031520933009002196
645,105.0,103.0,0.003113417309346876
646,105.0,60.0,0.06403669995908233
647,105.0,82.0,0.0038970664985868144
648,105.0,4.0,0.0032987397636520172
649,105.0,92.0,0.06403669995908233
650,105.0,26.0,3.867599155334371e-05
651,105.0,80.0,0.009157110211605075
652,105.0,7.0,0.009195786203158418
653,105.0,37.0,3.867599155334371e-05
654,105.0,65.0,0.009940759400845014
655,105.0,104.0,0.009157110211605075
656,105.0,45.0,0.06418334642183413
657,105.0,40.0,0.0031520933009002196
658,105.0,59.0,0.009342432665910215
659,105.0,64.0,3.867599155334371e-05
660,105.0,73.0,3.867599155334371e-05
661,105.0,19.0,0.3841734525669444
662,105.0,48.0,0.009940759400845014
663,105.0,23.0,0.003113417309346876
664,105.0,24.0,0.003113417309346876
665,105.0,88.0,3.867599155334371e-05
666,105.0,33.0,0.009940759400845014
667,105.0,93.0,0.003113417309346876
668,105.0,3.0,3.867599155334371e-05
669,105.0,77.0,0.009157110211605075
670,105.0,72.0,0.00018532245430514098
671,105.0,22.0,0.00018532245430514098
672,105.0,71.0,0.003113417309346876
673,105.0,56.0,0.009157110211605075
674,105.0,102.0,0.06403669995908233
675,105.0,89.0,3.867599155334371e-05
676,105.0,86.0,0.009157110211605075
677,105.0,57.0,0.06478167315676893
678,105.0,105.0,0.009157110211605075
679,105.0,52.0,0.009342432665910215
680,105.0,17.0,0.009157110211605075
681,105.0,108.0,3.867599155334371e-05
682,105.0,69.0,0.0031520933009002196
683,105.0,2.0,0.00018532245430514098
684,105.0,54.0,0.009195786203158418
685,105.0,9.0,0.0031520933009002196
686,105.0,96.0,0.00018532245430514098
687,105.0,76.0,0.003113417309346876
688,105.0,14.0,3.867599155334371e-05
689,105.0,61.0,0.014642654927499922
690,105.0,49.0,3.867599155334371e-05
691,105.0,70.0,3.867599155334371e-05
692,105.0,68.0,0.003113417309346876
693,105.0,47.0,0.003113417309346876
694,105.0,51.0,0.0032987397636520172
695,105.0,111.0,0.06418334642183413
696,105.0,58.0,3.867599155334371e-05
697,105.0,44.0,0.003113417309346876
698,105.0,28.0,0.009195786203158418
699,105.0,97.0,0.0038970664985868144
700,105.0,46.0,0.003113417309346876
701,105.0,39.0,3.867599155334371e-05
702,102.0,53.0,5.135456267468888e-06
703,102.0,41.0,5.9795964611953186e-05
704,102.0,26.0,7.057584069315946e-05
705,102.0,88.0,0.0002554422422421587
706,102.0,19.0,0.3781378861644264
707,102.0,43.0,1.6076211568802895e-06
708,102.0,103.0,0.0030661139019494935
709,102.0,106.0,0.00021904748684788857
710,102.0,75.0,0.005899868487753703
711,102.0,94.0,0.00901325487111755
712,102.0,74.0,5.135456267468888e-06
713,102.0,57.0,0.06376424129528756
