,time,vector
10,12:50:00,"[0.0, 0.0015513581822079957, 0.0022590526139259514, 0.0021887874807817883, 0.011890458401124768, 0.0004856425445508693, 0.0, 0.007889369351747418, 0.0, 0.0024472597207610557, 0.0004856425445508693, 0.0005954761892073637, 0.0, 0.0036017741409481736, 0.009863461902365188, 0.0004856425445508693, 0.0, 0.005700581870965629, 0.0, 0.23915660665862246, 0.0015513581822079957, 0.0, 0.009952260684895178, 0.001938197716229587, 0.001938197716229587, 0.0, 0.009863461902365188, 0.00216536802080119, 0.006209643875497092, 0.0015513581822079957, 0.0004856425445508693, 0.0, 0.0, 0.0066607472557865584, 0.0004856425445508693, 0.0004856425445508693, 0.0, 0.0011045381937388314, 0.0, 0.0015747776421885945, 0.004126985197011375, 0.0005954761892073637, 0.0, 0.0004856425445508693, 0.002533673905436948, 0.040438592106193966, 0.001938197716229587, 0.013688928563038674, 0.0066607472557865584, 0.009863461902365188, 0.0, 0.0031315346924984107, 0.006408276302683581, 0.0015513581822079957, 0.006209643875497092, 0.0005954761892073637, 0.00629605806017299, 0.04080089670395345, 0.0015747776421885945, 0.007364158295684213, 0.039864150779113094, 0.010573600118912577, 0.0004856425445508693, 0.0004856425445508693, 0.0021702538313959577, 0.007726462893443684, 0.0, 0.0, 0.013688928563038674, 0.002557093365417549, 0.011774150306789685, 0.001938197716229587, 0.06899251919070455, 0.011774150306789685, 0.0015513581822079957, 0.05875365432946711, 0.0041035657370307775, 0.007865949891766817, 0.0, 0.0010811187337582328, 0.005700581870965629, 0.0, 0.0045595549279150065, 0.0035129753584181803, 0.0004856425445508693, 0.0, 0.005700581870965629, 0.0, 0.0021887874807817883, 0.0021887874807817883, 0.0, 0.0015513581822079957, 0.039864150779113094, 0.0041035657370307775, 0.005700581870965629, 0.0, 0.0027632288078626496, 0.01225276299888424, 0.0, 0.0, 0.0, 0.0, 0.04045962696832046, 0.002423840260780457, 0.005700581870965629, 0.005700581870965629, 0.0026510105653520574, 0.011750730846809079, 0.0015747776421885945, 0.0, 0.0, 0.040548425750850464, 0.0, 0.002146834371415359, 0.01225276299888424]"
11,12:55:00,"[0.0, 0.001592512167652774, 0.0022745786923788714, 0.0020939047326701305, 0.012157948435157887, 0.0004985255308202106, 0.0, 0.007812025007497945, 0.0, 0.0024662086822939697, 0.0004985255308202106, 0.0005693551316978394, 0.0, 0.0036493843338020527, 0.010124598647361344, 0.0004985255308202106, 0.0, 0.005718120274827815, 0.0, 0.23989254350510472, 0.001592512167652774, 0.0, 0.010213787662036861, 0.0019441607731210224, 0.0019441607731210224, 0.0, 0.010124598647361344, 0.002070382354317395, 0.006240168184000758, 0.001592512167652774, 0.0004985255308202106, 0.0, 0.0, 0.006693253968045598, 0.0004985255308202106, 0.0004985255308202106, 0.0, 0.0010914030408707863, 0.0, 0.0016160345460055103, 0.004038065505791152, 0.0005693551316978394, 0.0, 0.0004985255308202106, 0.0025135159048188596, 0.040574542193421353, 0.0019441607731210224, 0.013179436051502926, 0.006693253968045598, 0.010124598647361344, 0.0, 0.0031247528286673294, 0.0064001867995539105, 0.001592512167652774, 0.006240168184000758, 0.0005693551316978394, 0.006287475406525652, 0.040938438962790674, 0.0016160345460055103, 0.007423343835508845, 0.03998682764792561, 0.010646889763953251, 0.0004985255308202106, 0.0004985255308202106, 0.002185389677703349, 0.0077872406048781605, 0.0, 0.0, 0.013179436051502926, 0.002537038283171597, 0.011258797656734643, 0.0019441607731210224, 0.07082024923332869, 0.011258797656734643, 0.001592512167652774, 0.05617637648091153, 0.004014543127438416, 0.007788502629145207, 0.0, 0.0010678806625180498, 0.005718120274827815, 0.0, 0.0045826362348692085, 0.003560195319126532, 0.0004985255308202106, 0.0, 0.005718120274827815, 0.0, 0.0020939047326701305, 0.0020939047326701305, 0.0, 0.001592512167652774, 0.03998682764792561, 0.004014543127438416, 0.005718120274827815, 0.0, 0.0026816192781658615, 0.012521845204527201, 0.0, 0.0, 0.0, 0.0, 0.040556182779623445, 0.0024426863039412328, 0.005718120274827815, 0.005718120274827815, 0.0025689078851376035, 0.0112352752783819, 0.0016160345460055103, 0.0, 0.0, 0.04064537179429898, 0.0, 0.002161867299350613, 0.012521845204527201]"
12,13:05:00,"[0.0, 0.001633666153097552, 0.0022901047708317915, 0.0019990219845584726, 0.012425438469191006, 0.0005114085170895519, 0.0, 0.007734680663248473, 0.0, 0.0024851576438268837, 0.0005114085170895519, 0.000543234074188315, 0.0, 0.003696994526655932, 0.010385735392357499, 0.0005114085170895519, 0.0, 0.00573565867869, 0.0, 0.240628480351587, 0.001633666153097552, 0.0, 0.010475314639178543, 0.001950123830012458, 0.001950123830012458, 0.0, 0.010385735392357499, 0.0019753966878335995, 0.006270692492504423, 0.001633666153097552, 0.0005114085170895519, 0.0, 0.0, 0.006725760680304637, 0.0005114085170895519, 0.0005114085170895519, 0.0, 0.001078267888002741, 0.0, 0.001657291449822426, 0.00394914581457093, 0.000543234074188315, 0.0, 0.0005114085170895519, 0.002493357904200771, 0.04071049228064875, 0.001950123830012458, 0.01266994353996718, 0.006725760680304637, 0.010385735392357499, 0.0, 0.003117970964836248, 0.0063920972964242396, 0.001633666153097552, 0.006270692492504423, 0.000543234074188315, 0.006278892752878314, 0.041075981221627894, 0.001657291449822426, 0.007482529375333476, 0.04010950451673813, 0.010720179408993924, 0.0005114085170895519, 0.0005114085170895519, 0.0022005255240107402, 0.007848018316312638, 0.0, 0.0, 0.01266994353996718, 0.002516983200925645, 0.0107434450066796, 0.001950123830012458, 0.07264797927595282, 0.0107434450066796, 0.001633666153097552, 0.05359909863235595, 0.003925520517846056, 0.0077110553665235984, 0.0, 0.001054642591277867, 0.00573565867869, 0.0, 0.00460571754182341, 0.0036074152798348832, 0.0005114085170895519, 0.0, 0.00573565867869, 0.0, 0.0019990219845584726, 0.0019990219845584726, 0.0, 0.001633666153097552, 0.04010950451673813, 0.003925520517846056, 0.00573565867869, 0.0, 0.002600009748469074, 0.012790927410170162, 0.0, 0.0, 0.0, 0.0, 0.04065273859092644, 0.002461532347102009, 0.00573565867869, 0.00573565867869, 0.00248680520492315, 0.01071981970995472, 0.001657291449822426, 0.0, 0.0, 0.040742317837747496, 0.0, 0.0021769002272858666, 0.012790927410170162]"
13,13:10:00,"[0.0, 0.0017071713242603475, 0.0023229568277272827, 0.0018491393583964775, 0.012898666272930105, 0.0005344188306857849, 0.0, 0.007603609989552027, 0.0, 0.0025146890259655063, 0.0005344188306857849, 0.0005019819767931224, 0.0, 0.00377749474431055, 0.010852093154783228, 0.0005344188306857849, 0.0, 0.005754470631155549, 0.0, 0.24141792716422147, 0.0017071713242603475, 0.0, 0.0109421463795537, 0.0019565198933763914, 0.0019565198933763914, 0.0, 0.010852093154783228, 0.001825389056493148, 0.006312639763744662, 0.0017071713242603475, 0.0005344188306857849, 0.0, 0.0, 0.006770115789232246, 0.0005344188306857849, 0.0005344188306857849, 0.0, 0.0010601511093822368, 0.0, 0.0017309216261636767, 0.003805659251772868, 0.0005019819767931224, 0.0, 0.0005344188306857849, 0.0024585018701695125, 0.04086557621724685, 0.0019565198933763914, 0.011862298161671067, 0.006770115789232246, 0.010852093154783228, 0.0, 0.0031067242275291105, 0.006370256134622483, 0.0017071713242603475, 0.006312639763744662, 0.0005019819767931224, 0.006256452607948671, 0.041232999017963935, 0.0017309216261636767, 0.007575445482089707, 0.040241104161790574, 0.010830226433707743, 0.0005344188306857849, 0.0005344188306857849, 0.0022329036029567983, 0.00794286828280681, 0.0, 0.0, 0.011862298161671067, 0.0024822521720728433, 0.009929528570198003, 0.0019565198933763914, 0.0759122077486365, 0.009929528570198003, 0.0017071713242603475, 0.04952889141406497, 0.0037819089498695394, 0.007579859687648698, 0.0, 0.0010364008074789076, 0.005754470631155549, 0.0, 0.004646899521820775, 0.003687441519540068, 0.0005344188306857849, 0.0, 0.005754470631155549, 0.0, 0.0018491393583964775, 0.0018491393583964775, 0.0, 0.0017071713242603475, 0.040241104161790574, 0.0037819089498695394, 0.005754470631155549, 0.0, 0.0024736114138527456, 0.013266089073647203, 0.0, 0.0, 0.0, 0.0, 0.04074308613858367, 0.0024909387240621777, 0.005754470631155549, 0.005754470631155549, 0.002359807887178933, 0.009905778268294666, 0.0017309216261636767, 0.0, 0.0, 0.040833139363354164, 0.0, 0.002209153301053471, 0.013266089073647205]"
14,13:15:00,"[0.0, 0.001772616579909536, 0.002356122392650849, 0.0017306693599135315, 0.013316535368084994, 0.000554906040388933, 0.0, 0.007492320665952821, 0.0, 0.002537683987702069, 0.000554906040388933, 0.0004693844894135969, 0.0, 0.003845699225865009, 0.011267269346814896, 0.000554906040388933, 0.0, 0.005761651306039286, 0.0, 0.24171935457541416, 0.001772616579909536, 0.0, 0.01135757404545723, 0.001958961322627757, 0.001958961322627757, 0.0, 0.011267269346814896, 0.0017068527352281531, 0.006340373971113599, 0.001772616579909536, 0.000554906040388933, 0.0, 0.0, 0.006799127499629841, 0.000554906040388933, 0.000554906040388933, 0.0, 0.0010481071544879083, 0.0, 0.001796433204594914, 0.0036896306825412875, 0.0004693844894135969, 0.0, 0.000554906040388933, 0.0024283458120413523, 0.0409365661605262, 0.001958961322627757, 0.0112214824646678, 0.006799127499629841, 0.011267269346814896, 0.0, 0.0030973731757580033, 0.0063451571187806005, 0.001772616579909536, 0.006340373971113599, 0.0004693844894135969, 0.006231035795452884, 0.04130501499040011, 0.001796433204594914, 0.0076483892092765425, 0.04029135542149495, 0.010912259145462719, 0.000554906040388933, 0.000554906040388933, 0.0022658176940085115, 0.008016838039150442, 0.0, 0.0, 0.0112214824646678, 0.002452162436726731, 0.009286337766725421, 0.001958961322627757, 0.07881829479813147, 0.009286337766725421, 0.001772616579909536, 0.04631260577502477, 0.003665814057855911, 0.007468504041267439, 0.0, 0.0010242905298025295, 0.005761651306039286, 0.0, 0.004683532545152508, 0.003755394527222674, 0.000554906040388933, 0.0, 0.005761651306039286, 0.0, 0.0017306693599135315, 0.0017306693599135315, 0.0, 0.001772616579909536, 0.04029135542149495, 0.003665814057855911, 0.005761651306039286, 0.0, 0.0023758800989448024, 0.013684984197958895, 0.0, 0.0, 0.0, 0.0, 0.040760739910908526, 0.002513867363016691, 0.005761651306039286, 0.005761651306039286, 0.002261758775617085, 0.009262521142040044, 0.001796433204594914, 0.0, 0.0, 0.04085104460955087, 0.0, 0.002242001069323133, 0.013684984197958898]"
15,13:20:00,"[0.0, 0.001830733857980551, 0.002388577697795597, 0.0016369523211661355, 0.013684954685878003, 0.0005730992745876423, 0.0, 0.007397641382923089, 0.0, 0.0025555744599959013, 0.0005730992745876423, 0.0004436055942025834, 0.0, 0.00390360626314263, 0.011635923306574555, 0.0005730992745876423, 0.0, 0.005760689061756955, 0.0, 0.24167912138611417, 0.001830733857980551, 0.0, 0.011726320526328373, 0.0019586341595496195, 0.0019586341595496195, 0.0, 0.011635923306574555, 0.0016131112953074959, 0.006357629362203234, 0.001830733857980551, 0.0005730992745876423, 0.0, 0.0, 0.006816852903763692, 0.0005730992745876423, 0.0005730992745876423, 0.0, 0.0010405458946488651, 0.0, 0.0018545748838391907, 0.003595586480715754, 0.0004436055942025834, 0.0, 0.0005730992745876423, 0.0024022397537522004, 0.04094815129923351, 0.0019586341595496195, 0.010712451736207388, 0.006816852903763692, 0.011635923306574555, 0.0, 0.003089577273952307, 0.006318532901571999, 0.001830733857980551, 0.006357629362203234, 0.0004436055942025834, 0.006204294655959539, 0.04131697762104014, 0.0018545748838391907, 0.007705661165349967, 0.04028465480489203, 0.010972875078979464, 0.0005730992745876423, 0.0005730992745876423, 0.002298180478041774, 0.008074487487156603, 0.0, 0.0, 0.010712451736207388, 0.0024260807796108413, 0.008777658602516409, 0.0019586341595496195, 0.08139881877977284, 0.008777658602516409, 0.001830733857980551, 0.043769087942081376, 0.0035717454548571154, 0.007373800357064451, 0.0, 0.0010167048687902255, 0.005760689061756955, 0.0, 0.004716038179151852, 0.0038132090433888087, 0.0005730992745876423, 0.0, 0.005760689061756955, 0.0, 0.0016369523211661355, 0.0016369523211661355, 0.0, 0.001830733857980551, 0.04028465480489203, 0.0035717454548571154, 0.005760689061756955, 0.0, 0.0023004488155076003, 0.014053781007684634, 0.0, 0.0, 0.0, 0.0, 0.04072826039909461, 0.0025317334341372626, 0.005760689061756955, 0.005760689061756955, 0.0021862105698951377, 0.008753817576657769, 0.0018545748838391907, 0.0, 0.0, 0.04081865761884844, 0.0, 0.0022743394521831353, 0.014053781007684635]"
16,13:25:00,"[0.0, 0.001882227221744934, 0.0024196434261606844, 0.0015627505925020632, 0.014009337529971778, 0.0005892189356891504, 0.0, 0.00731694357664868, 0.0, 0.0025694805484044476, 0.0005892189356891504, 0.0004232014686915543, 0.0, 0.003952867450737375, 0.011962533420426386, 0.0005892189356891504, 0.0, 0.005754192984146617, 0.0, 0.2414066956991253, 0.001882227221744934, 0.0, 0.012052912036703532, 0.001956425493268248, 0.001956425493268248, 0.0, 0.011962533420426386, 0.0015389144730550142, 0.0063672480392828155, 0.001882227221744934, 0.0005892189356891504, 0.0, 0.0, 0.006826377074015334, 0.0005892189356891504, 0.0005892189356891504, 0.0, 0.0010362565238277535, 0.0, 0.001906063341191983, 0.0035191760857703107, 0.0004232014686915543, 0.0, 0.0005892189356891504, 0.0023796269619597997, 0.040918847088159745, 0.001956425493268248, 0.010307601633522448, 0.006826377074015334, 0.011962533420426386, 0.0, 0.0030830606333731468, 0.006291609188562367, 0.001882227221744934, 0.0063672480392828155, 0.0004232014686915543, 0.0061773944528381725, 0.041287597506615106, 0.001906063341191983, 0.007750634941615743, 0.04023924953619345, 0.011017176472423656, 0.0005892189356891504, 0.0005892189356891504, 0.0023292648098835376, 0.008119385360071117, 0.0, 0.0, 0.010307601633522448, 0.0024034630814068502, 0.008375012259701251, 0.001956425493268248, 0.08368510054395384, 0.008375012259701251, 0.001882227221744934, 0.041755880755384424, 0.003495339966323262, 0.007293107457201631, 0.0, 0.0010124204043807045, 0.005754192984146617, 0.0, 0.004744819337884303, 0.00386248883446023, 0.0005892189356891504, 0.0, 0.005754192984146617, 0.0, 0.0015627505925020632, 0.0015627505925020632, 0.0, 0.001882227221744934, 0.04023924953619345, 0.003495339966323262, 0.005754192984146617, 0.0, 0.0022423481444683612, 0.014378087948427157, 0.0, 0.0, 0.0, 0.0, 0.040662451004884984, 0.002545644428957399, 0.005754192984146617, 0.005754192984146617, 0.002128133408744164, 0.0083511761402542, 0.001906063341191983, 0.0, 0.0, 0.04075282962116215, 0.0, 0.0023054286904364892, 0.01437808794842716]"
17,13:30:00,"[0.0, 0.001927762076609915, 0.002448894413017541, 0.001503943571918464, 0.014294607876198765, 0.0006034733245088408, 0.0, 0.007248042574527477, 0.0, 0.0025802782004078063, 0.0006034733245088408, 0.0004070363539172866, 0.0, 0.003994851598836506, 0.012251329690134882, 0.0006034733245088408, 0.0, 0.005744099002609014, 0.0, 0.2409833026720302, 0.001927762076609915, 0.0, 0.01234161433646251, 0.001952993539736254, 0.001952993539736254, 0.0, 0.012251329690134882, 0.0014801322357557507, 0.006371383663280563, 0.001927762076609915, 0.0006034733245088408, 0.0, 0.0, 0.006830035324779813, 0.0006034733245088408, 0.0006034733245088408, 0.0, 0.0010343210145888392, 0.0, 0.0019515734127726271, 0.003456937111654717, 0.0004070363539172866, 0.0, 0.0006034733245088408, 0.0023600298936535384, 0.04086243701180647, 0.001952993539736254, 0.009985178060903726, 0.006830035324779813, 0.012251329690134882, 0.0, 0.0030775992006527187, 0.006265231339016638, 0.001927762076609915, 0.006371383663280563, 0.0004070363539172866, 0.006151135356526299, 0.04123080402697807, 0.0019515734127726271, 0.007785957061709265, 0.04016867904097, 0.011049102249932469, 0.0006034733245088408, 0.0006034733245088408, 0.002358609766689914, 0.008154324076880888, 0.0, 0.0, 0.009985178060903726, 0.002383841229816251, 0.008055995857330188, 0.001952993539736254, 0.0857067292785828, 0.008055995857330188, 0.001927762076609915, 0.04016092265632597, 0.003433125775492005, 0.007224231238364764, 0.0, 0.001010509678426127, 0.005744099002609014, 0.0, 0.004770254967925417, 0.00390456695250888, 0.0006034733245088408, 0.0, 0.005744099002609014, 0.0, 0.001503943571918464, 0.001503943571918464, 0.0, 0.001927762076609915, 0.04016867904097, 0.003433125775492005, 0.005744099002609014, 0.0, 0.0021977015427549307, 0.014662974891370391, 0.0, 0.0, 0.0, 0.0, 0.040575715394887274, 0.0025564668642450964, 0.005744099002609014, 0.005744099002609014, 0.002083605560264592, 0.008032184521167475, 0.0019515734127726271, 0.0, 0.0, 0.040666000041214914, 0.0, 0.0023347984305272028, 0.01466297489137039]"
18,13:35:00,"[0.0, 0.001967958883889607, 0.002476090899268138, 0.0014572883132019064, 0.01454521831245912, 0.0006160566724073868, 0.0, 0.0071891177176484754, 0.0, 0.0025886522190626243, 0.0006160566724073868, 0.0003942165163349238, 0.0, 0.004030696259537514, 0.012506254606862142, 0.0006160566724073868, 0.0, 0.005731829404446566, 0.0, 0.24046861706247855, 0.001967958883889607, 0.0, 0.012596396435854812, 0.0019488218766043014, 0.0019488218766043014, 0.0, 0.012506254606862142, 0.0014335146431509703, 0.0063716597469048895, 0.001967958883889607, 0.0006160566724073868, 0.0, 0.0, 0.00682958588739156, 0.0006160566724073868, 0.0006160566724073868, 0.0, 0.0010340468587932458, 0.0, 0.0019917325539405427, 0.0034061101898062063, 0.0003942165163349238, 0.0, 0.0006160566724073868, 0.002343038392939223, 0.040789089022137105, 0.0019488218766043014, 0.009728028252905209, 0.00682958588739156, 0.012506254606862142, 0.0, 0.003073010564390217, 0.006239961419825097, 0.001967958883889607, 0.0063716597469048895, 0.0003942165163349238, 0.006126045920781492, 0.041156873333631105, 0.0019917325539405427, 0.007813703787379776, 0.040082890520737054, 0.01107168714887859, 0.0006160566724073868, 0.0006160566724073868, 0.002385949070275467, 0.008181488098873783, 0.0, 0.0, 0.009728028252905209, 0.0023668120629901602, 0.007802980046351848, 0.0019488218766043014, 0.08749128697820738, 0.007802980046351848, 0.001967958883889607, 0.0388960319291893, 0.003382336519755271, 0.007165344047597537, 0.0, 0.00101027318874231, 0.005731829404446566, 0.0, 0.004792697087366437, 0.003940554430544843, 0.0006160566724073868, 0.0, 0.005731829404446566, 0.0, 0.0014572883132019064, 0.0014572883132019064, 0.0, 0.001967958883889607, 0.040082890520737054, 0.003382336519755271, 0.005731829404446566, 0.0, 0.002163486814601965, 0.014913002623953123, 0.0, 0.0, 0.0, 0.0, 0.04047710703707198, 0.0025648785490116886, 0.005731829404446566, 0.005731829404446566, 0.0020495713155583573, 0.007779206376300907, 0.0019917325539405427, 0.0, 0.0, 0.04056724886606463, 0.0, 0.0023621754002245312, 0.014913002623953123]"
19,13:40:00,"[0.0, 0.0020033901206783712, 0.002501126418218928, 0.0014202315886564876, 0.014765175427480558, 0.0006271481895989699, 0.0, 0.007138647668552012, 0.0, 0.0025951377924005353, 0.0006271481895989699, 0.000384038406179657, 0.0, 0.004061349358568557, 0.012730944445862645, 0.0006271481895989699, 0.0, 0.0057184160798955256, 0.0, 0.23990593407148122, 0.0020033901206783712, 0.0, 0.012820914080951273, 0.0019442613465292882, 0.0019442613465292882, 0.0, 0.012730944445862645, 0.0013965033323842105, 0.0063692925257667725, 0.0020033901206783712, 0.0006271481895989699, 0.0, 0.0, 0.006826343910428845, 0.0006271481895989699, 0.0006271481895989699, 0.0, 0.001034914852050903, 0.0, 0.002027118376950648, 0.0033644929351857762, 0.000384038406179657, 0.0, 0.0006271481895989699, 0.0023282997527089423, 0.040706218701220154, 0.0019442613465292882, 0.00952261966925661, 0.006826343910428845, 0.012730944445862645, 0.0, 0.003069145833668813, 0.00621615237743608, 0.0020033901206783712, 0.0063692925257667725, 0.000384038406179657, 0.006102454486075184, 0.041073300450793604, 0.002027118376950648, 0.007835504091934795, 0.039989100876532555, 0.011087263873529339, 0.0006271481895989699, 0.0006271481895989699, 0.0024111567831303043, 0.008202585841508245, 0.0, 0.0, 0.00952261966925661, 0.00235202800898122, 0.007602086578999598, 0.0019442613465292882, 0.089064216230935, 0.007602086578999598, 0.0020033901206783712, 0.03789179165915631, 0.0033407646789134987, 0.00711491941227974, 0.0, 0.0010111865957786268, 0.0057184160798955256, 0.0, 0.004812469514321667, 0.0039713797234799345, 0.0006271481895989699, 0.0, 0.0057184160798955256, 0.0, 0.0014202315886564876, 0.0014202315886564876, 0.0, 0.0020033901206783712, 0.039989100876532555, 0.0033407646789134987, 0.0057184160798955256, 0.0, 0.00213734941334408, 0.015132257177054007, 0.0, 0.0, 0.0, 0.0, 0.04037313928271221, 0.002571409536128258, 0.0057184160798955256, 0.0057184160798955256, 0.00202365152198318, 0.007578358322727321, 0.002027118376950648, 0.0, 0.0, 0.04046310891780085, 0.0, 0.0023874285268580286, 0.015132257177054007]"
20,13:45:00,"[0.0, 0.0020345795411590346, 0.0025239884934466178, 0.0013907623271869306, 0.014958069578667351, 0.0006369118339086416, 0.0, 0.007095357891763455, 0.0, 0.002600153022981975, 0.0006369118339086416, 0.0003759479551902946, 0.0, 0.004087602909861745, 0.012928725027432544, 0.0006369118339086416, 0.0, 0.005704595564576522, 0.0, 0.23932615692880338, 0.0020345795411590346, 0.0, 0.013018507207061925, 0.0019395623716054239, 0.0019395623716054239, 0.0, 0.012928725027432544, 0.0013670835097190207, 0.006365186215953072, 0.0020345795411590346, 0.0006369118339086416, 0.0, 0.0, 0.006821285315133735, 0.0006369118339086416, 0.0006369118339086416, 0.0, 0.001036538606566845, 0.0, 0.0020582583586269436, 0.003330324698792354, 0.0003759479551902946, 0.0, 0.0006369118339086416, 0.0023155103267957166, 0.04061915540991658, 0.0019395623716054239, 0.009358269117654189, 0.006821285315133735, 0.012928725027432544, 0.0, 0.003065883157801647, 0.006194004516864106, 0.0020345795411590346, 0.006365186215953072, 0.0003759479551902946, 0.006080543519766817, 0.04098547232946787, 0.0020582583586269436, 0.007852636102832844, 0.03989246139637858, 0.011097620708293112, 0.0006369118339086416, 0.0006369118339086416, 0.0024342063138172386, 0.008218953022384123, 0.0, 0.0, 0.009358269117654189, 0.002339189144263627, 0.007442385563516676, 0.0019395623716054239, 0.09044878955935257, 0.007442385563516676, 0.0020345795411590346, 0.037093533774095015, 0.0033066458813244444, 0.0070716790742955445, 0.0, 0.0010128597890989356, 0.005704595564576522, 0.0, 0.0048298677846033205, 0.003997820730232367, 0.0006369118339086416, 0.0, 0.005704595564576522, 0.0, 0.0013907623271869306, 0.0013907623271869306, 0.0, 0.0020345795411590346, 0.03989246139637858, 0.0033066458813244444, 0.005704595564576522, 0.0, 0.0021174563407249506, 0.015324386498218632, 0.0, 0.0, 0.0, 0.0, 0.040268409351568855, 0.002576474205514065, 0.005704595564576522, 0.005704595564576522, 0.0020039953436276617, 0.007418706746048767, 0.0020582583586269436, 0.0, 0.0, 0.040358191531198254, 0.0, 0.0024105274963493292, 0.015324386498218632]"
21,13:50:00,"[0.0, 0.0020620030301071036, 0.002544729180505584, 0.0013672957366385153, 0.015127106820697926, 0.0006454965779562413, 0.0, 0.007058177910649192, 0.0, 0.002604024404996708, 0.0006454965779562413, 0.000369508615603416, 0.0, 0.0041101203840002345, 0.013102617474747183, 0.0006454965779562413, 0.0, 0.005690882174010677, 0.0, 0.23875086531606218, 0.0020620030301071036, 0.0, 0.013192207001599857, 0.0019348998190980703, 0.0019348998190980703, 0.0, 0.013102617474747183, 0.001343667728696119, 0.006360006759909316, 0.0020620030301071036, 0.0006454965779562413, 0.0, 0.0, 0.006815127170910136, 0.0006454965779562413, 0.0006454965779562413, 0.0, 0.001038633201502053, 0.0, 0.0020856310380494994, 0.0033021955557365856, 0.000369508615603416, 0.0, 0.0006454965779562413, 0.0023044084347014836, 0.04053165533325633, 0.0019348998190980703, 0.009226536922271772, 0.006815127170910136, 0.013102617474747183, 0.0, 0.00306312254745279, 0.006173608324409156, 0.0020620030301071036, 0.006360006759909316, 0.000369508615603416, 0.006060390789614094, 0.04089718621740447, 0.0020856310380494994, 0.00786610273891284, 0.039796569228447425, 0.01110412432232884, 0.0006454965779562413, 0.0006454965779562413, 0.002455139653652915, 0.008231633623061, 0.0, 0.0, 0.009226536922271772, 0.0023280364426438815, 0.007315265111116097, 0.0019348998190980703, 0.0916661489653216, 0.007315265111116097, 0.0020620030301071036, 0.03645818555843678, 0.003278567547794189, 0.007034549902706798, 0.0, 0.001015005193559657, 0.005690882174010677, 0.0, 0.004845159883751806, 0.004020530857147569, 0.0006454965779562413, 0.0, 0.005690882174010677, 0.0, 0.0013672957366385153, 0.0013672957366385153, 0.0, 0.0020620030301071036, 0.039796569228447425, 0.003278567547794189, 0.005690882174010677, 0.0, 0.0021023818414474247, 0.015492637704846081, 0.0, 0.0, 0.0, 0.0, 0.04016607784405084, 0.002580396397054311, 0.005690882174010677, 0.005690882174010677, 0.001989164306652361, 0.007291637103173699, 0.0020856310380494994, 0.0, 0.0, 0.0402556673709035, 0.0, 0.0024315116457105197, 0.01549263770484608]"
22,13:55:00,"[0.0, 0.0020860905198889553, 0.0025634431518404854, 0.001348582292336982, 0.01527514141978511, 0.0006530370092601563, 0.0, 0.00702620643162882, 0.0, 0.0026070067753063884, 0.0006530370092601563, 0.00036437625917941916, 0.0, 0.004129458980232118, 0.01325535063791711, 0.0006530370092601563, 0.0, 0.005677624139291838, 0.0, 0.23819467059135255, 0.0020860905198889553, 0.0, 0.013344749332214046, 0.0019303920875710526, 0.0019303920875710526, 0.0, 0.01325535063791711, 0.001325004613861804, 0.006354238827027173, 0.0020860905198889553, 0.0006530370092601563, 0.0, 0.0, 0.006808389796684823, 0.0006530370092601563, 0.0006530370092601563, 0.0, 0.0010409909469147533, 0.0, 0.002109668198364133, 0.0032789743799080335, 0.00036437625917941916, 0.0, 0.0006530370092601563, 0.0022947683467504708, 0.040446295675388204, 0.0019303920875710526, 0.009120750683969944, 0.006808389796684823, 0.01325535063791711, 0.0, 0.0030607817287827375, 0.006154976771243369, 0.0020860905198889553, 0.006354238827027173, 0.00036437625917941916, 0.006042000398471259, 0.040811047950748955, 0.002109668198364133, 0.0078766910319529, 0.039703859971831144, 0.011107815381313568, 0.0006530370092601563, 0.0006530370092601563, 0.0024740444575435524, 0.008241443307313624, 0.0, 0.0, 0.009120750683969944, 0.0023183460252256495, 0.007213936274874071, 0.0019303920875710526, 0.09273539231358262, 0.007213936274874071, 0.0020860905198889553, 0.03595179302357889, 0.003255396701432855, 0.007002628753153642, 0.0, 0.0010174132684395753, 0.005677624139291838, 0.0, 0.004858587514772256, 0.004040060285935187, 0.0006530370092601563, 0.0, 0.005677624139291838, 0.0, 0.001348582292336982, 0.001348582292336982, 0.0, 0.0020860905198889553, 0.039703859971831144, 0.003255396701432855, 0.005677624139291838, 0.0, 0.002091017995894071, 0.01563989369514582, 0.0, 0.0, 0.0, 0.0, 0.04006823623101056, 0.0025834290968312105, 0.005677624139291838, 0.005677624139291838, 0.0019780416231219597, 0.007190358596398893, 0.002109668198364133, 0.0, 0.0, 0.04015763492530748, 0.0, 0.002450466779068376, 0.015639893695145818]"
