,time,vector
23,14:00:00,"[0.0, 0.0021072285802726147, 0.002580251543606517, 0.0013336362428617526, 0.015404707861678206, 0.000659654140960664, 0.0, 0.00699868281287592, 0.0, 0.002609298934792131, 0.000659654140960664, 0.0003602794604025382, 0.0, 0.004146087797485057, 0.013389377724016141, 0.000659654140960664, 0.0, 0.005665046570014167, 0.0, 0.23766701834172965, 0.0021072285802726147, 0.0, 0.01347859214739712, 0.0019261157142810815, 0.0019261157142810815, 0.0, 0.013389377724016141, 0.0013101071633113655, 0.006348229790525216, 0.0021072285802726147, 0.000659654140960664, 0.0, 0.0, 0.006801444652381041, 0.000659654140960664, 0.000659654140960664, 0.0, 0.0010434626809135883, 0.0, 0.0021307576598230014, 0.0032597519571428337, 0.0003602794604025382, 0.0, 0.000659654140960664, 0.0022863951746836175, 0.04036477670722637, 0.0019261157142810815, 0.009035630809478992, 0.006801444652381041, 0.013389377724016141, 0.0, 0.0030587928185756472, 0.00613806953334807, 0.0021072285802726147, 0.006348229790525216, 0.0003602794604025382, 0.006025326030416707, 0.040728777145701237, 0.0021307576598230014, 0.007885018653218145, 0.03961590814288476, 0.011109482924941324, 0.000659654140960664, 0.000659654140960664, 0.00249103712022554, 0.008249019091692992, 0.0, 0.0, 0.009035630809478992, 0.0023099242542340033, 0.0071330441747483, 0.0019261157142810815, 0.09367368929315995, 0.0071330441747483, 0.0021072285802726147, 0.03554757551682179, 0.003236222877592447, 0.006975153733325535, 0.0, 0.0010199336013632016, 0.005665046570014167, 0.0, 0.004870367696362445, 0.004056873374104082, 0.000659654140960664, 0.0, 0.005665046570014167, 0.0, 0.0013336362428617526, 0.0013336362428617526, 0.0, 0.0021072285802726147, 0.03961590814288476, 0.003236222877592447, 0.005665046570014167, 0.0, 0.002082504807203394, 0.015768708300153055, 0.0, 0.0, 0.0, 0.0, 0.039976187603287285, 0.0025857698552417463, 0.005665046570014167, 0.005665046570014167, 0.0019697613042720303, 0.007109515095197909, 0.0021307576598230014, 0.0, 0.0, 0.04006540202666827, 0.0, 0.0024675080406751544, 0.015768708300153055]"
24,14:05:00,"[0.0, 0.0021257633955101157, 0.002595290187392869, 0.0013216794363805021, 0.015518051621864181, 0.0006654563437761133, 0.0, 0.006974963660743428, 0.0, 0.002611055877653451, 0.0006654563437761133, 0.0003570040059573341, 0.0, 0.004160402698443413, 0.01350689533580033, 0.0006654563437761133, 0.0, 0.005653284224362925, 0.0, 0.23717356328744404, 0.0021257633955101157, 0.0, 0.013595935104856294, 0.00192211651700788, 0.00192211651700788, 0.0, 0.01350689533580033, 0.0012981964195110443, 0.006342223585008497, 0.0021257633955101157, 0.0006654563437761133, 0.0, 0.0, 0.006794551191947172, 0.0006654563437761133, 0.0006654563437761133, 0.0, 0.0010459433666029042, 0.0, 0.0021492464123795737, 0.0032437959533883824, 0.0003570040059573341, 0.0, 0.0006654563437761133, 0.0022791205229652123, 0.04028815247008377, 0.00192211651700788, 0.008966995973545276, 0.006794551191947172, 0.01350689533580033, 0.0, 0.003057099652666746, 0.0061228110162456755, 0.0021257633955101157, 0.006342223585008497, 0.0003570040059573341, 0.006010288230320263, 0.04065144030796649, 0.0021492464123795737, 0.007891570405798458, 0.0395336563572517, 0.01110972217096942, 0.0006654563437761133, 0.0006654563437761133, 0.0025062504183369066, 0.008254858243681178, 0.0, 0.0, 0.008966995973545276, 0.0023026035398346703, 0.007068362473406854, 0.00192211651700788, 0.09449641434497781, 0.007068362473406854, 0.0021257633955101157, 0.03522439732294616, 0.0032203129365189235, 0.00695148064387397, 0.0, 0.0010224603497334473, 0.005653284224362925, 0.0, 0.004880694542283468, 0.004071362929387452, 0.0006654563437761133, 0.0, 0.005653284224362925, 0.0, 0.0013216794363805021, 0.0013216794363805021, 0.0, 0.0021257633955101157, 0.0395336563572517, 0.0032203129365189235, 0.005653284224362925, 0.0, 0.002076175549212577, 0.015881339459746898, 0.0, 0.0, 0.0, 0.0, 0.03989066036320901, 0.002587572860783994, 0.005653284224362925, 0.005653284224362925, 0.0019636527632871576, 0.007044879456537397, 0.0021492464123795737, 0.0, 0.0, 0.03997970013226499, 0.0, 0.00248276740146745, 0.015881339459746898]"
25,14:10:00,"[0.0, 0.0021420039229071144, 0.00260870116430758, 0.001312097174718594, 0.015617158232908624, 0.0006705403347725095, 0.0, 0.006954503580093932, 0.0, 0.0026123983634991407, 0.0006705403347725095, 0.0003543807219850253, 0.0, 0.004172738501104885, 0.013609863624655149, 0.0006705403347725095, 0.0, 0.005642406405375338, 0.0, 0.2367172138333539, 0.0021420039229071144, 0.0, 0.013698740174126287, 0.0019184180587823309, 0.0019184180587823309, 0.0, 0.013609863624655149, 0.0012886572047742925, 0.006336386710092147, 0.0021420039229071144, 0.0006705403347725095, 0.0, 0.0, 0.006787885151310523, 0.0006705403347725095, 0.0006705403347725095, 0.0, 0.0010483610267018354, 0.0, 0.0021654438928514156, 0.003230515233500924, 0.0003543807219850253, 0.0, 0.0006705403347725095, 0.0022727987807673543, 0.04021700632989361, 0.0019184180587823309, 0.008911531374835415, 0.006787885151310523, 0.013609863624655149, 0.0, 0.0030556556349553045, 0.0061091036467758025, 0.0021420039229071144, 0.006336386710092147, 0.0003543807219850253, 0.005996787127360363, 0.04057962822164085, 0.0021654438928514156, 0.007896726847697889, 0.039457589445649956, 0.011108979390513172, 0.0006705403347725095, 0.0006705403347725095, 0.002519824614836441, 0.00825934873944513, 0.0, 0.0, 0.008911531374835415, 0.002296238750711656, 0.0070165532859973855, 0.0019184180587823309, 0.09521728747060594, 0.0070165532859973855, 0.0021420039229071144, 0.03496556662008987, 0.0032070752635566225, 0.006931063610149631, 0.0, 0.0010249210567575345, 0.005642406405375338, 0.0, 0.00488974111483715, 0.004083861951633745, 0.0006705403347725095, 0.0, 0.005642406405375338, 0.0, 0.001312097174718594, 0.001312097174718594, 0.0, 0.0021420039229071144, 0.039457589445649956, 0.0032070752635566225, 0.005642406405375338, 0.0, 0.002071514058962242, 0.015979780124655858, 0.0, 0.0, 0.0, 0.0, 0.03981197016763498, 0.0025889583935548408, 0.005642406405375338, 0.005642406405375338, 0.001959197539546802, 0.006993113316053085, 0.0021654438928514156, 0.0, 0.0, 0.03990084671710612, 0.0, 0.002496384644892141, 0.015979780124655858]"
26,14:15:00,"[0.0, 0.002156225087295204, 0.002620626863236615, 0.0013044035113300696, 0.015703780378816413, 0.0006749921773721979, 0.0, 0.006936839297758773, 0.0, 0.0026134204080977687, 0.0006749921773721979, 0.00035227590625481765, 0.0, 0.004183379005533797, 0.01370002664275138, 0.0006749921773721979, 0.0, 0.005632435786428698, 0.0, 0.23629892191596877, 0.002156225087295204, 0.0, 0.013788752330264406, 0.0019150280485520027, 0.0019150280485520027, 0.0, 0.01370002664275138, 0.0012810033291565006, 0.006330828145974467, 0.002156225087295204, 0.0006749921773721979, 0.0, 0.0, 0.006781560198990708, 0.0006749921773721979, 0.0006749921773721979, 0.0, 0.001050668265800583, 0.0, 0.0021796252694687717, 0.0032194315598820713, 0.00035227590625481765, 0.0, 0.0006749921773721979, 0.0022673039548068183, 0.040151583978072114, 0.0019150280485520027, 0.008866606331437142, 0.006781560198990708, 0.01370002664275138, 0.0, 0.003054422001865609, 0.00609683756237011, 0.002156225087295204, 0.006330828145974467, 0.00035227590625481765, 0.005984711692683524, 0.04051359034357534, 0.0021796252694687717, 0.007900786743410496, 0.039387866113186905, 0.011107586703823297, 0.0006749921773721979, 0.0006749921773721979, 0.0025319011757235894, 0.008262793108913716, 0.0, 0.0, 0.008866606331437142, 0.002290704136980388, 0.00697497846505871, 0.0019150280485520027, 0.09584851649844058, 0.00697497846505871, 0.002156225087295204, 0.034757891453921996, 0.0031960313777085023, 0.006913439115585204, 0.0, 0.001027268083627015, 0.005632435786428698, 0.0, 0.004897661277291834, 0.004094653318020772, 0.0006749921773721979, 0.0, 0.005632435786428698, 0.0, 0.0013044035113300696, 0.0013044035113300696, 0.0, 0.002156225087295204, 0.039387866113186905, 0.0031960313777085023, 0.005632435786428698, 0.0, 0.0020681213762152924, 0.016065786744319632, 0.0, 0.0, 0.0, 0.0, 0.039740142019441704, 0.0025900202259242, 0.005632435786428698, 0.005632435786428698, 0.0019559955065286986, 0.006951578282885141, 0.0021796252694687717, 0.0, 0.0, 0.039828867706954756, 0.0, 0.002508500993550021, 0.01606578674431963]"
27,14:20:00,"[0.0, 0.0021686709109892247, 0.0026312059147587563, 0.0012982139655088084, 0.015779462886939967, 0.0006788882611665519, 0.0, 0.0069215765319365005, 0.0, 0.002614195144045821, 0.0006788882611665519, 0.0003505838058468666, 0.0, 0.004192565262856408, 0.01377893226400752, 0.0006788882611665519, 0.0, 0.00562336256642769, 0.0, 0.23591827690388162, 0.0021686709109892247, 0.0, 0.013867519732995439, 0.0019119431539445216, 0.0019119431539445216, 0.0, 0.01377893226400752, 0.0012748502365740602, 0.006325614556528992, 0.0021686709109892247, 0.0006788882611665519, 0.0, 0.0, 0.0067756444507751715, 0.0006788882611665519, 0.0006788882611665519, 0.0, 0.0010528357959481655, 0.0, 0.002192034639923972, 0.0032101571194533295, 0.0003505838058468666, 0.0, 0.0006788882611665519, 0.0022625269597913856, 0.04009189366663261, 0.0019119431539445216, 0.00883013065322353, 0.0067756444507751715, 0.01377893226400752, 0.0, 0.003053366418880604, 0.006085897570197222, 0.0021686709109892247, 0.006325614556528992, 0.0003505838058468666, 0.00597394637227456, 0.04045333609189088, 0.002192034639923972, 0.007903984675339579, 0.03932441793647815, 0.01110578902315975, 0.0006788882611665519, 0.0006788882611665519, 0.002542618445770839, 0.008265427100597848, 0.0, 0.0, 0.00883013065322353, 0.0022858906887261326, 0.006941551228213759, 0.0019119431539445216, 0.0964009363800793, 0.006941551228213759, 0.0021686709109892247, 0.034590937535645086, 0.00318679339051858, 0.00689821280300175, 0.0, 0.0010294720670134185, 0.00562336256642769, 0.0, 0.004904591493961544, 0.004103977793868492, 0.0006788882611665519, 0.0, 0.00562336256642769, 0.0, 0.0012982139655088084, 0.0012982139655088084, 0.0, 0.0021686709109892247, 0.03932441793647815, 0.00318679339051858, 0.00562336256642769, 0.0, 0.0020656896956632764, 0.016140905312198226, 0.0, 0.0, 0.0, 0.0, 0.03967500174232501, 0.002590831415111072, 0.00562336256642769, 0.00562336256642769, 0.0019537384977406118, 0.006918187499279011, 0.002192034639923972, 0.0, 0.0, 0.039763589211312955, 0.0, 0.002519254716836093, 0.016140905312198226]"
28,14:25:00,"[0.0, 0.0021795575124542435, 0.00264057051923665, 0.0012932240614905977, 0.01584556558761805, 0.0006822962406290806, 0.0, 0.0069083791027030675, 0.0, 0.002614779404941063, 0.0006822962406290806, 0.0003492207013305451, 0.0, 0.0042005024134521875, 0.013847951255385996, 0.0006822962406290806, 0.0, 0.005615155041212471, 0.0, 0.2355739491373722, 0.0021795575124542435, 0.0, 0.013936412992071963, 0.0019091525955460841, 0.0019091525955460841, 0.0, 0.013847951255385996, 0.001269893492724698, 0.006320781850607447, 0.0021795575124542435, 0.0006822962406290806, 0.0, 0.0, 0.006770173016879741, 0.0006822962406290806, 0.0006822962406290806, 0.0, 0.0010548475107255233, 0.0, 0.002202888081220141, 0.0032023766570366823, 0.0003492207013305451, 0.0, 0.0006822962406290806, 0.0022583732968766276, 0.04003778127453767, 0.0019091525955460841, 0.008800441497241714, 0.006770173016879741, 0.013847951255385996, 0.0, 0.0030524618429575707, 0.006076168047994875, 0.0021795575124542435, 0.006320781850607447, 0.0003492207013305451, 0.005964375742543013, 0.040398710704123965, 0.002202888081220141, 0.007906504859118573, 0.03926702329722263, 0.011103764882142484, 0.0006822962406290806, 0.0006822962406290806, 0.0025521087825506874, 0.0082674342887049, 0.0, 0.0, 0.008800441497241714, 0.0022817038656425277, 0.00691461947046153, 0.0019091525955460841, 0.09688414257637568, 0.00691461947046153, 0.0021795575124542435, 0.03445644454754475, 0.0031790460882707814, 0.006885048533937168, 0.0, 0.0010315169419596254, 0.005615155041212471, 0.0, 0.004910652544369062, 0.004112040676766227, 0.0006822962406290806, 0.0, 0.005615155041212471, 0.0, 0.0012932240614905977, 0.0012932240614905977, 0.0, 0.0021795575124542435, 0.03926702329722263, 0.0031790460882707814, 0.005615155041212471, 0.0, 0.002063982038805639, 0.016206495017204375, 0.0, 0.0, 0.0, 0.0, 0.03961624399855316, 0.002591448836175165, 0.005615155041212471, 0.005615155041212471, 0.0019521897333537794, 0.0068912889016956285, 0.002202888081220141, 0.0, 0.0, 0.03970470573523913, 0.0, 0.002528778213784789, 0.016206495017204375]"
29,14:30:00,"[0.0, 0.0021890759317416816, 0.002648844801433496, 0.0012891924433985793, 0.015903284080611493, 0.0006852759195997465, 0.0, 0.006896959876434625, 0.0, 0.002615217310096467, 0.0006852759195997465, 0.00034812025286752124, 0.0, 0.004207365357489568, 0.013908295236436729, 0.0006852759195997465, 0.0, 0.005607767433036044, 0.0, 0.23526401842755248, 0.0021890759317416816, 0.0, 0.013996643271687894, 0.0019066408089235937, 0.0019066408089235937, 0.0, 0.013908295236436729, 0.0012658918618254514, 0.006316343934208921, 0.0021890759317416816, 0.0006852759195997465, 0.0, 0.0, 0.006765157490066496, 0.0006852759195997465, 0.0006852759195997465, 0.0, 0.0010566967540403948, 0.0, 0.002212376513314809, 0.0031958332523221735, 0.00034812025286752124, 0.0, 0.0006852759195997465, 0.0022547610617911127, 0.03998898609460571, 0.0019066408089235937, 0.008776214192829824, 0.006765157490066496, 0.013908295236436729, 0.0, 0.003051685598215153, 0.00606753630272786, 0.0021890759317416816, 0.006316343934208921, 0.00034812025286752124, 0.005955887685903568, 0.04034945161521212, 0.002212376513314809, 0.007908491981602022, 0.03921536213975481, 0.011101642509758824, 0.0006852759195997465, 0.0006852759195997465, 0.0025604967661823305, 0.00826895750220843, 0.0, 0.0, 0.008776214192829824, 0.0022780616433642417, 0.0068928739654793595, 0.0019066408089235937, 0.09730661668987708, 0.0068928739654793595, 0.0021890759317416816, 0.034347866958462314, 0.0031725326707490436, 0.0068736592948615005, 0.0, 0.001033396172467267, 0.005607767433036044, 0.0, 0.004915951130963499, 0.004119017322238403, 0.0006852759195997465, 0.0, 0.005607767433036044, 0.0, 0.0012891924433985793, 0.0012891924433985793, 0.0, 0.0021890759317416816, 0.03921536213975481, 0.0031725326707490436, 0.005607767433036044, 0.0, 0.002062816398249492, 0.016263749601217896, 0.0, 0.0, 0.0, 0.0, 0.039563482392622314, 0.0025919167285233407, 0.005607767433036044, 0.005607767433036044, 0.0019511677814251988, 0.006869573383906231, 0.002212376513314809, 0.0, 0.0, 0.039651830427873486, 0.0, 0.002537196184609203, 0.016263749601217896]"
30,14:35:00,"[0.0, 0.0021973947588822523, 0.0026561439119835517, 0.0012859275855480407, 0.015953668493352603, 0.000687880074086205, 0.0, 0.0068870732149616375, 0.0, 0.0026155430668328076, 0.000687880074086205, 0.00034722983776793316, 0.0, 0.004213303470048904, 0.013961033379099258, 0.000687880074086205, 0.0, 0.005601145629413597, 0.0, 0.23498621484095614, 0.0021973947588822523, 0.0, 0.014049279097519306, 0.0019043893958332883, 0.0019043893958332883, 0.0, 0.013961033379099258, 0.0012626539886347263, 0.006312299300413118, 0.0021973947588822523, 0.000687880074086205, 0.0, 0.0, 0.006760593080356183, 0.000687880074086205, 0.000687880074086205, 0.0, 0.0010583835087674513, 0.0, 0.0022206683557955665, 0.0031903169813813272, 0.00034722983776793316, 0.0, 0.000687880074086205, 0.00225161923360122, 0.03994518190001213, 0.0019043893958332883, 0.008756391920596122, 0.006760593080356183, 0.013961033379099258, 0.0, 0.003051018623020792, 0.006059894782514895, 0.0021973947588822523, 0.006312299300413118, 0.00034722983776793316, 0.005948375467181535, 0.040305229961535176, 0.0022206683557955665, 0.007910059703629214, 0.03916905610750589, 0.011099512209038638, 0.000687880074086205, 0.000687880074086205, 0.0025678981935634993, 0.00827010776515223, 0.0, 0.0, 0.008756391920596122, 0.0022748928305145345, 0.006875276121676145, 0.0019043893958332883, 0.09767584330098841, 0.006875276121676145, 0.0021973947588822523, 0.034260012662646416, 0.0031670433844680134, 0.006863799618048326, 0.0, 0.0010351099118541378, 0.005601145629413597, 0.0, 0.004920581369339854, 0.004125057751628853, 0.000687880074086205, 0.0, 0.005601145629413597, 0.0, 0.0012859275855480407, 0.0012859275855480407, 0.0, 0.0021973947588822523, 0.03916905610750589, 0.0031670433844680134, 0.005601145629413597, 0.0, 0.002062053378054297, 0.016313716554875617, 0.0, 0.0, 0.0, 0.0, 0.03951628594527382, 0.002592269469919493, 0.005601145629413597, 0.005601145629413597, 0.0019505340627209316, 0.006852002524762832, 0.0022206683557955665, 0.0, 0.0, 0.03960453166369389, 0.0, 0.0025446245966501855, 0.016313716554875617]"
31,14:40:00,"[0.0, 0.0022046625544664376, 0.0026625736639182044, 0.0012832773283504638, 0.015997640345034352, 0.0006901552100107055, 0.0, 0.006878508662724298, 0.0, 0.0026157831603679594, 0.0006901552100107055, 0.00034650766716690833, 0.0, 0.0042184445323974135, 0.01400710778181451, 0.0006901552100107055, 0.0, 0.005595231334373833, 0.0, 0.23473809287460723, 0.0022046625544664376, 0.0, 0.014095261809388237, 0.0019023785356461177, 0.0019023785356461177, 0.0, 0.01400710778181451, 0.0012600279136393278, 0.006308635959095678, 0.0022046625544664376, 0.0006901552100107055, 0.0, 0.0, 0.006756463943792906, 0.0006901552100107055, 0.0006901552100107055, 0.0, 0.0010599122918887494, 0.0, 0.002227911969177573, 0.0031856558639965817, 0.00034650766716690833, 0.0, 0.0006901552100107055, 0.002248886202813024, 0.03990600681393845, 0.0019023785356461177, 0.008740130226257265, 0.006756463943792906, 0.01400710778181451, 0.0, 0.003050444855108591, 0.006053142443825602, 0.0022046625544664376, 0.006308635959095678, 0.00034650766716690833, 0.005941739001540745, 0.040265680771061955, 0.002227911969177573, 0.007911297331125127, 0.03912769757635403, 0.011097435867251518, 0.0006901552100107055, 0.0006901552100107055, 0.0025744196363444815, 0.00827097128824864, 0.0, 0.0, 0.008740130226257265, 0.00227213561752416, 0.0068610011053222885, 0.0019023785356461177, 0.09799841754101046, 0.0068610011053222885, 0.0022046625544664376, 0.03418875849181684, 0.0031624064492854448, 0.006855259248013164, 0.0, 0.0010366628771776134, 0.005595231334373833, 0.0, 0.004924626156687826, 0.004130290504823689, 0.0006901552100107055, 0.0, 0.005595231334373833, 0.0, 0.0012832773283504638, 0.0012832773283504638, 0.0, 0.0022046625544664376, 0.03912769757635403, 0.0031624064492854448, 0.005595231334373833, 0.0, 0.0020615865659348925, 0.016357314302157863, 0.0, 0.0, 0.0, 0.0, 0.03947420524352093, 0.0025925337456568225, 0.005595231334373833, 0.005595231334373833, 0.001950183123650033, 0.0068377516906111485, 0.002227911969177573, 0.0, 0.0, 0.03956235927109469, 0.0, 0.0025511702216333455, 0.016357314302157863]"
32,14:45:00,"[0.0, 0.0022110100608502335, 0.002668230544702113, 0.0012811206354101338, 0.016036007647197377, 0.0006921422554136067, 0.0, 0.006871085655280247, 0.0, 0.002615958064473286, 0.0006921422554136067, 0.00034592051510857547, 0.0, 0.004222898018420985, 0.014047347509858848, 0.0006921422554136067, 0.0, 0.005589965019870112, 0.0, 0.23451715529026523, 0.0022110100608502335, 0.0, 0.014135419658369926, 0.0019005879888274503, 0.0019005879888274503, 0.0, 0.014047347509858848, 0.0012578928151779061, 0.006305335095515948, 0.0022110100608502335, 0.0006921422554136067, 0.0, 0.0, 0.006752747129443361, 0.0006921422554136067, 0.0006921422554136067, 0.0, 0.0010612905907544095, 0.0, 0.002234237881082462, 0.003181708624237584, 0.00034592051510857547, 0.0, 0.0006921422554136067, 0.0022465085039360243, 0.039871084700605595, 0.0019005879888274503, 0.008726753211373044, 0.006752747129443361, 0.014047347509858848, 0.0, 0.0030499507280929354, 0.006047185503721991, 0.0022110100608502335, 0.006305335095515948, 0.00034592051510857547, 0.005935885534978691, 0.04023042458602192, 0.002234237881082462, 0.00791227504946365, 0.039090870296680916, 0.011095454242216, 0.0006921422554136067, 0.0006921422554136067, 0.0025801583961910374, 0.00827161493487999, 0.0, 0.0, 0.008726753211373044, 0.002269736324168252, 0.006849393042777825, 0.0019005879888274503, 0.09828014334141853, 0.006849393042777825, 0.0022110100608502335, 0.03413082615143879, 0.0031584808040053553, 0.006847857835048019, 0.0, 0.001038062770522182, 0.005589965019870112, 0.0, 0.004928158418945902, 0.004134825869909912, 0.0006921422554136067, 0.0, 0.005589965019870112, 0.0, 0.0012811206354101338, 0.0012811206354101338, 0.0, 0.0022110100608502335, 0.039090870296680916, 0.0031584808040053553, 0.005589965019870112, 0.0, 0.002061335039334816, 0.016395347532613718, 0.0, 0.0, 0.0, 0.0, 0.03943679081178949, 0.0025927302442410576, 0.005589965019870112, 0.005589965019870112, 0.0019500350705915128, 0.00682616522254559, 0.002234237881082462, 0.0, 0.0, 0.03952486296030057, 0.0, 0.0025569305759588095, 0.016395347532613718]"
33,14:50:00,"[0.0, 0.002216552208754767, 0.002673201984362859, 0.001279361097168623, 0.01606947837918871, 0.0006938771886062721, 0.0, 0.006864649072753003, 0.0, 0.0026160835771932775, 0.0006938771886062721, 0.0003454419291241556, 0.0, 0.004226757849109072, 0.01408248133355103, 0.0006938771886062721, 0.0, 0.00558528797558438, 0.0, 0.2343209391204857, 0.002216552208754767, 0.0, 0.014170480585318335, 0.001898997793870373, 0.001898997793870373, 0.0, 0.01408248133355103, 0.0012561525024519908, 0.006302373758907283, 0.002216552208754767, 0.0006938771886062721, 0.0, 0.0, 0.006749415472807722, 0.0006938771886062721, 0.0006938771886062721, 0.0, 0.001062527712447059, 0.0, 0.0022397608034713987, 0.0031783588910389952, 0.0003454419291241556, 0.0, 0.0006938771886062721, 0.0022444397229945266, 0.039840040170230115, 0.001898997793870373, 0.008715718919018248, 0.006749415472807722, 0.01408248133355103, 0.0, 0.0030495247580847335, 0.006041937751192472, 0.002216552208754767, 0.006302373758907283, 0.0003454419291241556, 0.005930729904708537, 0.040199082632363256, 0.0022397608034713987, 0.007913048030823084, 0.039058163729856536, 0.011093592526881376, 0.0006938771886062721, 0.0006938771886062721, 0.002585202732595554, 0.008272090492956213, 0.0, 0.0, 0.008715718919018248, 0.0022676483177111583, 0.006839929719864511, 0.001898997793870373, 0.0985261225778339, 0.006839929719864511, 0.002216552208754767, 0.03408360566441563, 0.0031551502963223623, 0.006841440478036376, 0.0, 0.0010393191177304273, 0.00558528797558438, 0.0, 0.004931242240366362, 0.004138758597341771, 0.0006938771886062721, 0.0, 0.00558528797558438, 0.0, 0.001279361097168623, 0.001279361097168623, 0.0, 0.002216552208754767, 0.039058163729856536, 0.0031551502963223623, 0.00558528797558438, 0.0, 0.0020612375375421987, 0.016428520841321834, 0.0, 0.0, 0.0, 0.0, 0.039403605658980705, 0.0025928749824766437, 0.00558528797558438, 0.00558528797558438, 0.001950029691058263, 0.0068167211251478725, 0.0022397608034713987, 0.0, 0.0, 0.03949160491074802, 0.0, 0.0025619941378789224, 0.016428520841321834]"
34,14:55:00,"[0.0, 0.0022213899282186793, 0.0026775667910292848, 0.0012779218082933643, 0.016098672478279105, 0.0006953916050778859, 0.0, 0.006859065494203791, 0.0, 0.0026161718633002317, 0.0006953916050778859, 0.0003450508194861194, 0.0, 0.004230104707013116, 0.014113149222237052, 0.0006953916050778859, 0.0, 0.005581143685910425, 0.0, 0.2341470734454454, 0.0022213899282186793, 0.0, 0.014201083742809156, 0.001897588735469954, 0.001897588735469954, 0.0, 0.014113149222237052, 0.0012547302855409738, 0.006299726813740702, 0.0022213899282186793, 0.0006953916050778859, 0.0, 0.0, 0.006746439689112623, 0.0006953916050778859, 0.0006953916050778859, 0.0, 0.001063633947316396, 0.0, 0.0022445814509710698, 0.0031755105437633194, 0.0003450508194861194, 0.0, 0.0006953916050778859, 0.0022426395549560714, 0.03981250880484531, 0.001897588735469954, 0.008706591963237286, 0.006746439689112623, 0.014113149222237052, 0.0, 0.0030491572033584454, 0.00603732054872103, 0.0022213899282186793, 0.006299726813740702, 0.0003450508194861194, 0.005926194505396547, 0.04017128715964512, 0.0022445814509710698, 0.007913659657453588, 0.03902918267919533, 0.011091864583084027, 0.0006953916050778859, 0.0006953916050778859, 0.0025896322704571893, 0.008272438012253414, 0.0, 0.0, 0.008706591963237286, 0.0022658310777084628, 0.006832194750519725, 0.001897588735469954, 0.09874083551163888, 0.006832194750519725, 0.0022213899282186793, 0.03404501617749, 0.0031523190210109263, 0.006835873971451402, 0.0, 0.0010404424245640054, 0.005581143685910425, 0.0, 0.004933933881299064, 0.0041421701864410255, 0.0006953916050778859, 0.0, 0.005581143685910425, 0.0, 0.0012779218082933643, 0.0012779218082933643, 0.0, 0.0022213899282186793, 0.03902918267919533, 0.0031523190210109263, 0.005581143685910425, 0.0, 0.0020612479339433463, 0.016457450833078927, 0.0, 0.0, 0.0, 0.0, 0.03937423349868145, 0.00259298034054784, 0.005581143685910425, 0.005581143685910425, 0.0019501218906188599, 0.006809003227767331, 0.0022445814509710698, 0.0, 0.0, 0.039462168019253556, 0.0, 0.0025664407477047984, 0.01645745083307893]"
35,15:00:00,"[0.0, 0.002225611775473996, 0.0026813956886513877, 0.001276741325942087, 0.016124132481294146, 0.0006967132267783146, 0.0, 0.006854220035044594, 0.0, 0.0026162322674296054, 0.0006967132267783146, 0.0003447303463719, 0.0, 0.004233007985713255, 0.014139912668272405, 0.0006967132267783146, 0.0, 0.005577478709102504, 0.0, 0.23399331628225434, 0.002225611775473996, 0.0, 0.014227789837860367, 0.0018963426434337692, 0.0018963426434337692, 0.0, 0.014139912668272405, 0.001253564928724565, 0.006297368333098343, 0.002225611775473996, 0.0006967132267783146, 0.0, 0.0, 0.006743789861876579, 0.0006967132267783146, 0.0006967132267783146, 0.0, 0.001064619970367736, 0.0, 0.0022487881726915176, 0.0031730839693758558, 0.0003447303463719, 0.0, 0.0006967132267783146, 0.0022410729898056678, 0.03978814383553622, 0.0018963426434337692, 0.008699021867983789, 0.006743789861876579, 0.014139912668272405, 0.0, 0.0030488397833894738, 0.006033262622279899, 0.002225611775473996, 0.006297368333098343, 0.0003447303463719, 0.005922209055474408, 0.04014668819472647, 0.0022487881726915176, 0.007914144051381996, 0.039003553439169926, 0.011090276148509283, 0.0006967132267783146, 0.0006967132267783146, 0.002593518519063417, 0.008272688410572262, 0.0, 0.0, 0.008699021867983789, 0.0022642493870231907, 0.006825855621767544, 0.0018963426434337692, 0.09892821304694374, 0.006825855621767544, 0.002225611775473996, 0.03401339616138914, 0.0031499075721583333, 0.0068310436378270735, 0.0, 0.001041443573150214, 0.005577478709102504, 0.0, 0.0049362826912754225, 0.004145130816125287, 0.0006967132267783146, 0.0, 0.005577478709102504, 0.0, 0.001276741325942087, 0.001276741325942087, 0.0, 0.002225611775473996, 0.039003553439169926, 0.0031499075721583333, 0.005577478709102504, 0.0, 0.002061331722308371, 0.016482676840484406, 0.0, 0.0, 0.0, 0.0, 0.039348283785541845, 0.0025930558702120833, 0.005577478709102504, 0.005577478709102504, 0.0019502781555028796, 0.006802679224550019, 0.0022487881726915176, 0.0, 0.0, 0.03943616095512981, 0.0, 0.002570342121845896, 0.016482676840484406]"
